1,977090.36,537784.47,10.5,100
2,977087.08,537779.21,11,100
3,977083.8,537773.95,8,100
4,977080.51,537768.69,9,100
5,977077.23,537763.43,12,100
6,977073.95,537758.17,13,100
7,977070.67,537752.91,11,100
8,977066.84,537747.35,10,100
9,977064.06,537741.69,8.8,100
10,977091.68,537779.71,9.2,100
